,问卷编号,调查员,民族,政治面貌,年级,您觉得自己是个典型的中国人吗,与世界其他国家的人相比中国人有自己的特点吗,v1,v2,v3,v4,你是否了解重活民族的传统节日,v5,您觉得中国怎么样,您认为中国有多少值得自豪的地方,您认为世界有多少比例的人尊重中国,对您而言作为一名中国人有多重要,会以中国人自豪吗,会隐瞒身份吗,会打多少分,国歌升起,世博会,中国传统文化,发展信心,你会为中国运动员呐喊助威,遇到灾难时中国人应该伸出援手,你愿意加入其他国籍吗,中国人要为祖国统一奋斗吗
749,21.0,黄明军,汉族,群众,22.0,不太算,一般般,不同意,不同意,有点同意,不同意,比较了解,完全不了解,一般般,特别多,不多的比例,十分重要,无所谓,可能会,四十到六十,没感觉,一般,富有内涵，意义深刻,没信心,大多数情况下会,不一定,做外籍华人,不赞同
750,22.0,黄明军,汉族,群众,大三,一般般,一般般,有点同意,有点同意,有点同意,有点同意,比较了解,,一般般,很少,不多的比例,十分重要,无所谓,也许会也许不会,四十到六十,比较激动,一般,古板，跟不上潮流,没信心,不一定,不赞同,做外籍华人,不一定
751,23.0,黄明军,维吾尔族,党员,大二,不太算,,不同意,不同意,不同意,完全同意,不太了解,不太了解,十分棒,很少,较多比例,一般般,无所谓,很可能不会,四十到六十,没感觉,没感觉,古板，跟不上潮流,担忧不好说,不一定,不一定,不加入,不一定
752,24.0,黄明军,汉族,党员,大二,不太算,一般般,不同意,有点同意,同意,不同意,不太了解,比较了解,一般般,很少,较多比例,不太重要,无所谓,也许会也许不会,四十到六十,比较激动,比较好,富有内涵，意义深刻,没信心,不一定,很不赞同,不加入,很赞同
753,25.0,黄明军,汉族,团员,大三,完全是,较无特点,完全同意,完全同意,完全同意,有点同意,比较了解,完全了解,挺好,很多,大多数比例,十分重要,会,绝对不会,四十到六十,比较激动,比较好,比较肯定,,,,,
754,26.0,黄明军,壮族,团员,大三,完全是,一般般,有点同意,完全同意,不同意,不同意,不太了解,比较了解,一般般,有一些,不多的比例,比较重要,无所谓,绝对不会,零到二十,比较激动,一般,比较肯定,没信心,大多数情况下会,不一定,其他,很赞同
755,27.0,黄明军,汉族,团员,大二,不太算,较无特点,不同意,有点同意,不同意,不同意,不太了解,不太了解,较差,很少,较多比例,不太重要,不太会,也许会也许不会,四十到六十,一般,一般,比较肯定,没信心,不一定,不赞同,不加入,不赞同
756,481.0,龚启航,汉族,团员,大二,完全是,非常有特点,完全同意,完全同意,完全同意,同意,比较了解,不太了解,挺好,有一些,大多数比例,十分重要,会,绝对不会,六十到八十,一般,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,做外籍华人,很赞同
757,482.0,龚启航,壮族,团员,大二,可以算,一般般,不同意,完全同意,完全不同意,完全同意,比较了解,比较了解,一般般,有一些,极少比例,比较重要,不会,可能会,20~40,没感觉,没感觉,富有内涵，意义深刻,担忧不好说,不一定,很赞同,做外籍华人,不一定
758,483.0,龚启航,汉族,团员,大二,可以算,较有特点,同意,有点同意,完全同意,有点同意,比较了解,不太了解,挺好,很多,大多数比例,十分重要,有些,一定会,四十到六十,感到非常激动,感到自豪,比较肯定,担忧不好说,大多数情况下会,赞同,其他,很赞同
759,484.0,龚启航,汉族,团员,大一,完全是,非常有特点,完全同意,完全同意,完全同意,完全同意,比较了解,比较了解,挺好,很多,不多的比例,十分重要,会,绝对不会,八十到一百,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,做外籍华人,很赞同
760,486.0,龚启航,哈萨克族,团员,大三,可以算,较无特点,完全不同意,完全同意,同意,完全同意,比较了解,比较了解,十分棒,很多,大多数比例,一般般,会,可能会,八十到一百,感到非常激动,比较好,比较肯定,担忧不好说,肯定会,不一定,做外籍华人,赞同
761,487.0,龚启航,汉族,团员,大一,完全是,非常有特点,完全同意,完全同意,完全同意,完全同意,比较了解,比较了解,十分棒,特别多,大多数比例,十分重要,会,绝对不会,八十到一百,比较激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,不加入,很赞同
762,488.0,龚启航,回族,团员,大一,可以算,较有特点,完全同意,完全同意,完全同意,完全不同意,比较了解,比较了解,挺好,很多,较多比例,十分重要,会,绝对不会,八十到一百,感到非常激动,感到自豪,比较肯定,担忧不好说,肯定会,很赞同,做外籍华人,很赞同
763,489.0,龚启航,回族,团员,大一,完全是,非常有特点,同意,同意,不同意,同意,完全了解,比较了解,十分棒,特别多,不多的比例,十分重要,会,绝对不会,八十到一百,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,赞同,其他,赞同
764,490.0,龚启航,汉族,团员,大一,完全是,非常有特点,完全同意,完全同意,完全同意,完全同意,完全了解,完全了解,十分棒,特别多,大多数比例,十分重要,会,一定会,八十到一百,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,其他,很赞同
765,491.0,龚启航,汉族,团员,大一,完全是,非常有特点,同意,完全同意,同意,同意,比较了解,比较了解,一般般,有一些,较多比例,比较重要,有些,绝对不会,四十到六十,一般,一般,富有内涵，意义深刻,很有信心,肯定会,很赞同,不加入,很赞同
766,492.0,龚启航,维吾尔族,团员,大一,可以算,非常有特点,完全同意,完全同意,完全同意,完全同意,比较了解,比较了解,挺好,特别多,不多的比例,十分重要,会,很可能不会,六十到八十,比较激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,做外籍华人,很赞同
767,493.0,龚启航,回族,团员,大一,完全不是,较有特点,同意,完全同意,完全同意,同意,完全了解,比较了解,一般般,很多,大多数比例,比较重要,无所谓,一定会,八十到一百,没感觉,感到自豪,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,其他,很赞同
768,494.0,龚启航,汉族,团员,大一,完全是,非常有特点,完全同意,完全同意,完全同意,完全同意,比较了解,完全了解,挺好,特别多,不多的比例,十分重要,会,绝对不会,六十到八十,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,不加入,很赞同
769,495.0,龚启航,苗族,团员,大一,完全是,非常有特点,同意,同意,同意,同意,比较了解,比较了解,挺好,很多,极少比例,十分重要,会,绝对不会,八十到一百,比较激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,赞同,其他,赞同
770,496.0,龚启航,土家族,团员,大一,完全是,非常有特点,完全同意,完全同意,完全同意,完全同意,完全了解,完全了解,挺好,很多,不多的比例,十分重要,会,一定会,六十到八十,没感觉,没感觉,比较肯定,很有信心,肯定会,不一定,其他,很赞同
771,497.0,龚启航,布依族,群众,大二,完全是,非常有特点,完全同意,完全同意,同意,同意,比较了解,比较了解,十分棒,特别多,较多比例,十分重要,会,绝对不会,八十到一百,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,不加入,很赞同
772,498.0,龚启航,土家族,团员,大一,完全是,非常有特点,完全同意,完全同意,同意,同意,比较了解,比较了解,挺好,很多,较多比例,十分重要,会,绝对不会,六十到八十,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,大多数情况下会,很赞同,不加入,很赞同
773,499.0,龚启航,汉族,党员,大四,完全是,较有特点,完全同意,完全同意,完全同意,完全同意,比较了解,比较了解,挺好,很多,较多比例,十分重要,会,绝对不会,八十到一百,比较激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,做外籍华人,很赞同
774,500.0,龚启航,壮族,群众,大一,完全是,毫无特点,有点同意,完全同意,完全同意,有点同意,不太了解,不太了解,很差劲,很少,不多的比例,不太重要,有些,绝对不会,四十到六十,一般,一般,富有内涵，意义深刻,担忧不好说,大多数情况下会,很赞同,毫不犹豫加入,很不赞同
775,501.0,龚启航,土家族,团员,大三,可以算,非常有特点,同意,完全同意,完全同意,不同意,比较了解,比较了解,挺好,很多,较多比例,比较重要,有些,也许会也许不会,四十到六十,比较激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,做外籍华人,很赞同
776,502.0,龚启航,回族,群众,大一,完全是,非常有特点,完全同意,完全同意,完全同意,完全同意,比较了解,比较了解,挺好,特别多,较多比例,比较重要,会,绝对不会,八十到一百,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,做外籍华人,很赞同
777,503.0,龚启航,回族,团员,大二,完全是,非常有特点,完全同意,完全同意,完全同意,同意,比较了解,比较了解,挺好,很多,不多的比例,十分重要,会,绝对不会,六十到八十,比较激动,比较好,富有内涵，意义深刻,担忧不好说,肯定会,很赞同,做外籍华人,很赞同
778,504.0,龚启航,蒙古族,团员,大四,完全是,非常有特点,完全同意,完全同意,完全同意,完全同意,完全了解,完全了解,挺好,很多,较多比例,比较重要,有些,可能会,六十到八十,比较激动,比较好,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,做外籍华人,赞同
779,505.0,龚启航,哈萨克族,团员,大一,可以算,较有特点,同意,同意,同意,同意,比较了解,比较了解,十分棒,特别多,大多数比例,比较重要,有些,一定会,六十到八十,感到非常激动,比较好,富有内涵，意义深刻,担忧不好说,肯定会,赞同,做外籍华人,很赞同
780,506.0,龚启航,满族,群众,大三,可以算,较有特点,完全同意,有点同意,同意,完全同意,比较了解,完全了解,十分棒,特别多,较多比例,十分重要,有些,一定会,六十到八十,感到非常激动,感到自豪,比较肯定,担忧不好说,肯定会,很赞同,做外籍华人,赞同
781,507.0,龚启航,布依族,团员,大二,可以算,非常有特点,完全同意,完全同意,完全同意,同意,完全了解,比较了解,十分棒,很多,较多比例,比较重要,有些,一定会,六十到八十,感到非常激动,比较好,富有内涵，意义深刻,担忧不好说,大多数情况下会,不一定,其他,很赞同
782,508.0,龚启航,蒙古族,团员,大三,不太算,毫无特点,同意,完全同意,有点同意,不同意,完全不了解,比较了解,一般般,特别多,不多的比例,毫不重要,有些,可能会,六十到八十,一般,比较好,富有内涵，意义深刻,担忧不好说,绝对不会,不一定,做外籍华人,很赞同
783,509.0,龚启航,汉族,党员,大二,完全是,非常有特点,完全同意,完全同意,完全同意,完全同意,完全了解,完全了解,十分棒,特别多,大多数比例,十分重要,会,一定会,八十到一百,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,其他,很赞同
784,510.0,龚启航,苗族,群众,大一,可以算,较有特点,同意,同意,完全同意,同意,完全了解,比较了解,较差,很多,不多的比例,毫不重要,会,一定会,八十到一百,一般,一般,富有内涵，意义深刻,担忧不好说,不一定,很不赞同,毫不犹豫加入,很赞同
785,391.0,张清逸,汉族,党员,大二,完全是,非常有特点,同意,完全同意,有点同意,有点同意,完全了解,比较了解,挺好,很多,较多比例,十分重要,会,绝对不会,八十到一百,比较激动,比较好,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,不加入,赞同
786,392.0,张清逸,汉族,群众,大一,完全是,一般般,同意,同意,同意,同意,完全了解,比较了解,挺好,很多,不多的比例,十分重要,会,绝对不会,八十到一百,比较激动,比较好,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,不加入,很赞同
787,393.0,张清逸,汉族,党员,大三,完全是,较有特点,完全同意,同意,同意,完全同意,比较了解,完全了解,十分棒,特别多,较多比例,比较重要,会,绝对不会,八十到一百,比较激动,比较好,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,不加入,赞同
788,394.0,张清逸,蒙古族,党员,大一,完全是,较有特点,同意,同意,同意,同意,比较了解,比较了解,挺好,很多,较多比例,比较重要,会,绝对不会,六十到八十,比较激动,比较好,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,做外籍华人,赞同
789,395.0,张清逸,汉族,团员,大三,完全是,一般般,完全同意,完全同意,完全同意,完全同意,完全了解,完全了解,十分棒,特别多,较多比例,十分重要,会,绝对不会,八十到一百,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,不加入,很赞同
790,396.0,张清逸,回族,群众,大二,可以算,一般般,有点同意,同意,同意,有点同意,比较了解,比较了解,挺好,很多,较多比例,比较重要,无所谓,也许会也许不会,四十到六十,比较激动,感到自豪,富有内涵，意义深刻,担忧不好说,大多数情况下会,赞同,其他,很赞同
791,397.0,张清逸,回族,团员,大二,可以算,较有特点,同意,完全同意,同意,同意,比较了解,比较了解,挺好,很多,较多比例,比较重要,无所谓,也许会也许不会,四十到六十,比较激动,比较好,富有内涵，意义深刻,担忧不好说,肯定会,很赞同,不加入,赞同
792,398.0,张清逸,回族,团员,大二,完全是,较有特点,同意,同意,同意,同意,完全了解,比较了解,十分棒,很多,较多比例,一般般,有些,可能会,四十到六十,比较激动,感到自豪,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,其他,赞同
793,399.0,张清逸,壮族,群众,大三,可以算,一般般,有点同意,同意,同意,同意,比较了解,比较了解,挺好,很多,较多比例,比较重要,有些,可能会,六十到八十,比较激动,感到自豪,富有内涵，意义深刻,担忧不好说,大多数情况下会,赞同,做外籍华人,赞同
794,402.0,张清逸,汉族,党员,大三,完全是,较有特点,同意,完全同意,同意,完全同意,比较了解,比较了解,挺好,特别多,较多比例,十分重要,会,绝对不会,六十到八十,比较激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,赞同,不加入,赞同
795,403.0,张清逸,汉族,团员,大二,可以算,较有特点,同意,完全同意,同意,同意,完全了解,完全了解,挺好,很多,较多比例,比较重要,无所谓,可能会,六十到八十,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,不加入,赞同
796,404.0,张清逸,维吾尔族,群众,大三,可以算,一般般,同意,完全同意,有点同意,不同意,不太了解,不太了解,十分棒,有一些,不多的比例,一般般,无所谓,可能会,六十到八十,一般,一般,比较肯定,没信心,不一定,不一定,不加入,不一定
797,406.0,张清逸,汉族,团员,大二,可以算,较有特点,同意,同意,同意,同意,完全了解,比较了解,挺好,特别多,较多比例,比较重要,有些,可能会,六十到八十,比较激动,比较好,比较肯定,担忧不好说,肯定会,很赞同,其他,赞同
798,407.0,张清逸,苗族,团员,大四,不太算,较有特点,同意,完全同意,同意,同意,完全了解,完全了解,挺好,很多,大多数比例,十分重要,有些,一定会,六十到八十,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,赞同,其他,赞同
799,408.0,张清逸,回族,群众,大三,不太算,一般般,完全同意,同意,完全同意,完全不同意,比较了解,比较了解,一般般,有一些,较多比例,一般般,无所谓,可能会,四十到六十,感到非常激动,比较好,富有内涵，意义深刻,很有信心,大多数情况下会,不一定,其他,不一定
800,409.0,张清逸,汉族,团员,大二,完全是,一般般,同意,有点同意,同意,有点同意,完全了解,比较了解,十分棒,特别多,较多比例,十分重要,有些,也许会也许不会,零到二十,比较激动,比较好,富有内涵，意义深刻,担忧不好说,肯定会,不一定,不加入,不一定
801,410.0,张清逸,汉族,群众,大一,完全不是,一般般,同意,有点同意,有点同意,有点同意,比较了解,完全了解,十分棒,很多,大多数比例,比较重要,有些,可能会,六十到八十,感到非常激动,感到自豪,比较肯定,很有信心,肯定会,赞同,其他,赞同
802,411.0,张清逸,蒙古族,党员,大三,可以算,一般般,有点同意,同意,同意,同意,完全了解,完全了解,挺好,很多,较多比例,比较重要,有些,可能会,六十到八十,感到非常激动,一般,富有内涵，意义深刻,很有信心,肯定会,赞同,其他,赞同
803,412.0,张清逸,蒙古族,党员,大二,完全是,较无特点,不同意,有点同意,有点同意,不同意,比较了解,不太了解,一般般,有一些,较多比例,不太重要,无所谓,也许会也许不会,四十到六十,一般,一般,富有内涵，意义深刻,没信心,大多数情况下会,不赞同,做外籍华人,不赞同
804,413.0,张清逸,汉族,团员,大一,完全不是,一般般,同意,完全同意,同意,完全同意,完全了解,完全了解,挺好,很少,大多数比例,比较重要,有些,可能会,六十到八十,比较激动,比较好,富有内涵，意义深刻,很有信心,肯定会,赞同,其他,赞同
805,414.0,张清逸,回族,群众,大二,完全是,一般般,有点同意,同意,有点同意,同意,比较了解,完全了解,一般般,很多,较多比例,比较重要,无所谓,可能会,四十到六十,感到非常激动,比较好,富有内涵，意义深刻,很有信心,大多数情况下会,不一定,做外籍华人,不一定
806,415.0,张清逸,苗族,群众,大三,一般般,较无特点,同意,完全同意,同意,有点同意,完全了解,比较了解,十分棒,特别多,大多数比例,一般般,有些,也许会也许不会,八十到一百,比较激动,比较好,富有内涵，意义深刻,很有信心,肯定会,不一定,其他,赞同
807,416.0,张清逸,汉族,团员,大三,可以算,一般般,同意,有点同意,同意,有点同意,比较了解,比较了解,挺好,很多,较多比例,比较重要,会,也许会也许不会,四十到六十,没感觉,比较好,富有内涵，意义深刻,很有信心,大多数情况下会,不一定,其他,赞同
808,417.0,张清逸,汉族,群众,大三,完全是,较有特点,同意,同意,有点同意,同意,比较了解,完全了解,挺好,很少,较多比例,一般般,有些,也许会也许不会,六十到八十,比较激动,比较好,比较肯定,担忧不好说,不一定,不一定,不加入,不一定
809,418.0,张清逸,汉族,团员,大一,一般般,一般般,同意,有点同意,同意,有点同意,完全了解,比较了解,十分棒,特别多,大多数比例,一般般,会,一定会,六十到八十,比较激动,比较好,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,做外籍华人,赞同
810,419.0,张清逸,维吾尔族,团员,大一,一般般,一般般,同意,完全同意,完全同意,同意,完全了解,完全了解,挺好,很多,大多数比例,比较重要,有些,可能会,六十到八十,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,赞同,其他,赞同
811,420.0,张清逸,汉族,党员,大三,可以算,非常有特点,同意,有点同意,同意,同意,完全了解,完全了解,十分棒,很多,大多数比例,比较重要,有些,可能会,六十到八十,比较激动,比较好,富有内涵，意义深刻,很有信心,大多数情况下会,不一定,做外籍华人,不一定
812,,,,,,,,,,,,,,,,较多比例,不太重要,无所谓,很可能不会,四十到六十,一般,比较好,比较肯定,担忧不好说,不一定,不一定,不加入,不一定
813,,,,,,,,,,,,,,,,较多比例,比较重要,会,可能会,四十到六十,感到非常激动,比较好,富有内涵，意义深刻,担忧不好说,肯定会,不一定,其他,赞同
814,,,,,,,,,,,,,,,,不多的比例,比较重要,无所谓,可能会,六十到八十,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,大多数情况下会,不一定,其他,赞同
815,61.0,夏之潮,汉族,党员,大二,完全是,非常有特点,同意,同意,有点同意,有点同意,完全了解,比较了解,挺好,很多,较多比例,十分重要,会,绝对不会,八十到一百,比较激动,比较好,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,不加入,赞同
816,62.0,夏之潮,苗族,群众,大一,可以算,较有特点,完全同意,同意,同意,同意,比较了解,比较了解,挺好,很多,不多的比例,十分重要,会,绝对不会,八十到一百,比较激动,比较好,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,不加入,很赞同
817,63.0,夏之潮,汉族,团员,大三,可以算,较有特点,完全同意,同意,完全同意,完全同意,比较了解,完全了解,十分棒,特别多,较多比例,比较重要,会,绝对不会,八十到一百,比较激动,比较好,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,不加入,赞同
818,64.0,夏之潮,汉族,党员,大一,可以算,较有特点,同意,同意,同意,同意,比较了解,比较了解,挺好,很多,较多比例,比较重要,会,绝对不会,六十到八十,比较激动,比较好,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,做外籍华人,赞同
819,65.0,夏之潮,汉族,团员,大二,完全是,非常有特点,完全同意,完全同意,完全同意,完全同意,完全了解,完全了解,十分棒,特别多,较多比例,十分重要,会,绝对不会,八十到一百,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,不加入,很赞同
820,66.0,夏之潮,汉族,团员,大二,可以算,一般般,有点同意,同意,同意,有点同意,比较了解,比较了解,挺好,很多,较多比例,比较重要,无所谓,也许会也许不会,四十到六十,比较激动,感到自豪,富有内涵，意义深刻,担忧不好说,大多数情况下会,赞同,其他,很赞同
821,67.0,夏之潮,回族,团员,大二,可以算,较有特点,有点同意,同意,同意,同意,比较了解,比较了解,挺好,很多,较多比例,比较重要,无所谓,也许会也许不会,四十到六十,比较激动,比较好,富有内涵，意义深刻,担忧不好说,肯定会,很赞同,不加入,赞同
822,68.0,夏之潮,回族,团员,大二,可以算,较有特点,同意,同意,同意,同意,比较了解,比较了解,挺好,很多,较多比例,一般般,有些,可能会,四十到六十,比较激动,感到自豪,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,其他,赞同
823,69.0,夏之潮,壮族,党员,大三,可以算,较有特点,有点同意,同意,同意,同意,比较了解,比较了解,挺好,很多,较多比例,比较重要,有些,可能会,六十到八十,比较激动,感到自豪,富有内涵，意义深刻,担忧不好说,大多数情况下会,赞同,做外籍华人,赞同
824,70.0,夏之潮,汉族,党员,大三,可以算,较有特点,同意,完全同意,完全同意,完全同意,比较了解,比较了解,挺好,特别多,较多比例,十分重要,会,绝对不会,六十到八十,比较激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,赞同,不加入,赞同
825,71.0,夏之潮,汉族,团员,大二,可以算,较有特点,有点同意,同意,同意,同意,完全了解,完全了解,挺好,很多,较多比例,比较重要,无所谓,可能会,六十到八十,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,不加入,赞同
826,72.0,夏之潮,白族,团员,大三,可以算,较有特点,同意,同意,有点同意,不同意,不太了解,不太了解,挺好,有一些,不多的比例,一般般,无所谓,可能会,六十到八十,一般,一般,比较肯定,没信心,不一定,不一定,不加入,不一定
827,73.0,夏之潮,汉族,团员,大二,可以算,较有特点,同意,同意,完全同意,同意,完全了解,比较了解,挺好,特别多,较多比例,比较重要,有些,可能会,六十到八十,比较激动,比较好,比较肯定,担忧不好说,肯定会,很赞同,其他,赞同
828,74.0,夏之潮,汉族,团员,大一,不太算,较有特点,同意,同意,同意,同意,完全了解,完全了解,挺好,很多,大多数比例,十分重要,有些,一定会,六十到八十,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,赞同,其他,赞同
829,75.0,夏之潮,回族,党员,大二,不太算,较无特点,完全同意,同意,完全同意,完全不同意,比较了解,比较了解,一般般,有一些,较多比例,一般般,无所谓,可能会,四十到六十,感到非常激动,比较好,富有内涵，意义深刻,担忧不好说,肯定会,不一定,其他,不一定
830,76.0,夏之潮,蒙古族,团员,大二,完全不是,一般般,同意,有点同意,不同意,有点同意,完全了解,比较了解,十分棒,特别多,较多比例,十分重要,有些,也许会也许不会,零到二十,比较激动,比较好,富有内涵，意义深刻,担忧不好说,肯定会,不一定,不加入,不一定
831,77.0,夏之潮,汉族,团员,大一,完全不是,毫无特点,有点同意,有点同意,有点同意,有点同意,比较了解,完全了解,十分棒,很多,大多数比例,比较重要,有些,可能会,六十到八十,感到非常激动,感到自豪,比较肯定,很有信心,肯定会,赞同,其他,赞同
832,78.0,夏之潮,蒙古族,党员,大三,可以算,一般般,有点同意,同意,同意,同意,完全了解,完全了解,挺好,很多,大多数比例,比较重要,有些,可能会,六十到八十,感到非常激动,一般,富有内涵，意义深刻,很有信心,肯定会,赞同,其他,赞同
833,79.0,夏之潮,蒙古族,党员,大二,不太算,较无特点,不同意,有点同意,有点同意,不同意,比较了解,不太了解,一般般,很少,较多比例,不太重要,无所谓,也许会也许不会,四十到六十,一般,一般,富有内涵，意义深刻,没信心,大多数情况下会,不赞同,做外籍华人,不赞同
834,80.0,夏之潮,汉族,团员,大一,完全不是,一般般,有点同意,同意,同意,完全同意,完全了解,完全了解,挺好,很少,大多数比例,比较重要,有些,可能会,六十到八十,比较激动,比较好,富有内涵，意义深刻,很有信心,肯定会,赞同,其他,赞同
835,81.0,夏之潮,回族,群众,大二,不太算,较有特点,有点同意,同意,有点同意,同意,比较了解,完全了解,一般般,很多,较多比例,比较重要,无所谓,可能会,四十到六十,感到非常激动,比较好,富有内涵，意义深刻,担忧不好说,大多数情况下会,不一定,做外籍华人,不一定
836,82.0,夏之潮,汉族,团员,大三,一般般,较无特点,同意,有点同意,同意,有点同意,完全了解,比较了解,十分棒,有一些,大多数比例,一般般,有些,也许会也许不会,八十到一百,比较激动,比较好,富有内涵，意义深刻,担忧不好说,肯定会,不一定,其他,赞同
837,83.0,夏之潮,蒙古族,团员,大三,可以算,一般般,同意,有点同意,同意,有点同意,比较了解,比较了解,挺好,很多,较多比例,比较重要,会,也许会也许不会,四十到六十,没感觉,比较好,富有内涵，意义深刻,担忧不好说,大多数情况下会,不一定,其他,赞同
838,84.0,夏之潮,回族,群众,大三,一般般,较有特点,有点同意,同意,有点同意,同意,比较了解,完全了解,较差,很少,较多比例,一般般,有些,也许会也许不会,六十到八十,比较激动,比较好,比较肯定,担忧不好说,不一定,不一定,不加入,不一定
839,85.0,夏之潮,汉族,团员,大一,一般般,一般般,同意,有点同意,同意,有点同意,完全了解,比较了解,挺好,有一些,大多数比例,一般般,会,一定会,六十到八十,比较激动,比较好,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,做外籍华人,赞同
840,86.0,夏之潮,汉族,团员,大二,一般般,较有特点,同意,同意,完全同意,同意,完全了解,完全了解,挺好,很多,大多数比例,比较重要,有些,可能会,六十到八十,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,赞同,其他,赞同
841,87.0,夏之潮,汉族,党员,大三,可以算,非常有特点,同意,有点同意,同意,同意,完全了解,完全了解,十分棒,很多,大多数比例,比较重要,有些,可能会,六十到八十,比较激动,比较好,富有内涵，意义深刻,担忧不好说,大多数情况下会,不一定,做外籍华人,不一定
842,88.0,夏之潮,蒙古族,群众,大二,可以算,较无特点,有点同意,不同意,有点同意,不同意,比较了解,不太了解,一般般,很少,较多比例,不太重要,无所谓,很可能不会,四十到六十,一般,比较好,比较肯定,担忧不好说,不一定,不一定,不加入,不一定
843,89.0,夏之潮,汉族,党员,大一,不太算,毫无特点,不同意,同意,有点同意,同意,完全了解,比较了解,挺好,很多,较多比例,比较重要,无所谓,可能会,四十到六十,感到非常激动,比较好,富有内涵，意义深刻,担忧不好说,肯定会,不一定,其他,赞同
844,90.0,夏之潮,回族,其他,大四,一般般,较有特点,有点同意,同意,有点同意,同意,不太了解,完全了解,一般般,很多,不多的比例,比较重要,无所谓,可能会,六十到八十,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,大多数情况下会,不一定,其他,赞同
845,121.0,莫光轩,汉族,党员,大二,完全是,非常有特点,同意,同意,有点同意,有点同意,完全了解,比较了解,挺好,很多,较多比例,十分重要,会,绝对不会,八十到一百,比较激动,比较好,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,不加入,赞同
846,122.0,莫光轩,藏族,群众,大一,可以算,毫无特点,完全同意,同意,同意,同意,不太了解,比较了解,挺好,很多,不多的比例,十分重要,会,绝对不会,八十到一百,比较激动,比较好,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,不加入,很赞同
847,123.0,莫光轩,汉族,团员,大三,一般般,较有特点,完全同意,同意,完全同意,完全同意,比较了解,完全了解,很差劲,特别多,极少比例,比较重要,会,绝对不会,八十到一百,比较激动,比较好,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,不加入,赞同
848,124.0,莫光轩,汉族,党员,大一,可以算,较无特点,同意,同意,完全不同意,同意,比较了解,比较了解,挺好,很多,不多的比例,毫不重要,会,绝对不会,六十到八十,比较激动,比较好,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,做外籍华人,赞同
849,125.0,莫光轩,藏族,团员,大二,完全是,非常有特点,完全同意,完全同意,不同意,完全同意,完全了解,完全了解,十分棒,特别多,较多比例,十分重要,会,绝对不会,八十到一百,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,不加入,很赞同
850,126.0,莫光轩,汉族,团员,大二,可以算,一般般,不同意,同意,同意,有点同意,比较了解,比较了解,挺好,有一些,不多的比例,毫不重要,无所谓,也许会也许不会,四十到六十,比较激动,感到自豪,富有内涵，意义深刻,担忧不好说,大多数情况下会,赞同,其他,很赞同
